t1_ra,t1_dec,t1_name,ls_id,dec,ra,elat,elon,glat,glon,mjd_max,mjd_min,ref_id,brickid,blob_nea_g,blob_nea_r,blob_nea_z,bx,by,dchisq_1,dchisq_2,dchisq_3,dchisq_4,dchisq_5,dec_ivar,dered_flux_g,dered_flux_r,dered_flux_w1,dered_flux_w2,dered_flux_w3,dered_flux_w4,dered_flux_z,dered_mag_g,dered_mag_r,dered_mag_w1,dered_mag_w2,dered_mag_w3,dered_mag_w4,dered_mag_z,ebv,fiberflux_g,fiberflux_r,fiberflux_z,fibertotflux_g,fibertotflux_r,fibertotflux_z,flux_g,flux_ivar_g,flux_ivar_r,flux_ivar_w1,flux_ivar_w2,flux_ivar_w3,flux_ivar_w4,flux_ivar_z,flux_r,flux_w1,flux_w2,flux_w3,flux_w4,flux_z,fracflux_g,fracflux_r,fracflux_w1,fracflux_w2,fracflux_w3,fracflux_w4,fracflux_z,fracin_g,fracin_r,fracin_z,fracmasked_g,fracmasked_r,fracmasked_z,gaia_a_g_val,gaia_astrometric_excess_noise,gaia_astrometric_excess_noise_sig,gaia_astrometric_sigma5d_max,gaia_astrometric_weight_al,gaia_e_bp_min_rp_val,gaia_phot_bp_mean_flux_over_error,gaia_phot_bp_mean_mag,gaia_phot_bp_rp_excess_factor,gaia_phot_g_mean_flux_over_error,gaia_phot_g_mean_mag,gaia_phot_rp_mean_flux_over_error,gaia_phot_rp_mean_mag,galdepth_g,galdepth_r,galdepth_z,g_r,htm9,mag_g,mag_r,mag_w1,mag_w2,mag_w3,mag_w4,mag_z,mw_transmission_g,mw_transmission_r,mw_transmission_w1,mw_transmission_w2,mw_transmission_w3,mw_transmission_w4,mw_transmission_z,nea_g,nea_r,nea_z,nest4096,objid,parallax_ivar,parallax,pmdec_ivar,pmdec,pmra_ivar,pmra,psfdepth_g,psfdepth_r,psfdepth_w1,psfdepth_w2,psfdepth_w3,psfdepth_w4,psfdepth_z,psfsize_g,psfsize_r,psfsize_z,ra_ivar,random_id,rchisq_g,rchisq_r,rchisq_w1,rchisq_w2,rchisq_w3,rchisq_w4,rchisq_z,ref_epoch,ring256,r_z,sersic_ivar,sersic,shape_e1_ivar,shape_e1,shape_e2_ivar,shape_e2,shape_r_ivar,shape_r,snr_g,snr_r,snr_w1,snr_w2,snr_w3,snr_w4,snr_z,w1_w2,w2_w3,w3_w4,wise_x,wise_y,z_w1,allmask_g,allmask_r,allmask_z,anymask_g,anymask_r,anymask_z,brick_primary,fitbits,gaia_astrometric_n_good_obs_al,gaia_astrometric_n_obs_al,gaia_astrometric_params_solved,gaia_duplicated_source,gaia_phot_bp_n_obs,gaia_phot_g_n_obs,gaia_phot_rp_n_obs,gaia_phot_variable_flag,maskbits,nobs_g,nobs_r,nobs_w1,nobs_w2,nobs_w3,nobs_w4,nobs_z,release,wisemask_w1,wisemask_w2,brickname,ref_cat,type,wise_coadd_id,dist_arcsec
23.6767,4.5639,AGEL013442+043350,9906623121461223,4.563906783339673,23.676558678131823,-4.9464826200908245,23.60386095257799,-56.62825862194649,142.81496117148225,58368.30474259074,56951.26068266259,0,356372,111.11737,107.16942,102.32055,1994.6688,2677.6108,67192.4,98488.695,105493.414,99256.46,105914.97,1.2030908e+12,5.686994,32.70829,265.69342,147.09738,13.106774,5555.03,105.993744,20.612793,18.713356,16.439049,17.080988,19.70626,13.138284,17.4368,0.029968,0.546192,3.233661,10.758519,0.546783,3.2366,10.76671,5.204228,79.77631,39.153267,0.428862,0.131733,0.000308,6e-06,6.449298,30.811005,264.34747,146.6393,13.098059,5553.635,102.50945,0.385156,0.108082,0.078869,0.174744,15.224572,1.132948,0.032505,0.648346,0.749891,0.75241,0.134531,0.126401,0.119948,0,0,0,0,0,0,0,0,0,0,0,0,0,1503.1013,872.0271,138.67209,1.930874,4088342,20.709108,18.778234,16.444563,17.084373,19.706984,13.138556,17.473091,0.915111,0.941994,0.994934,0.996886,0.999335,0.999749,0.967127,115.63789,109.60115,95.65002,74551017,4071,0,0,0,0,0,0,2662.6714,1637.6442,3.902909,0.659771,0.000852,1.2e-05,286.99936,1.260509,1.185193,1.077817,8.7805873e+11,17.189997,0.848668,0.929026,2.266605,0.459467,0.476294,0.067449,0.940019,0,362051,1.305143,1583.926,6,76499.07,-0.202605,30974.49,-0.008071,822.7004,8.048328,46.482914,192.79237,173.11467,53.2227,0.229896,13.923508,260.32755,-0.639811,-2.62261,6.568427,190.05235,254.8036,1.028528,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,5,6,200,182,17,17,7,9010,0,0,0236p045,"",SER,0243p045,0.5077331513584605
24.1633,0.1384,AGEL013639+000818,9906621517928492,0.1383494991085039,24.163138742938223,-9.242230801000007,22.42478262587412,-60.64751489503386,146.50191504529053,58383.26893737075,56568.141354242594,0,331904,36.27831,32.156593,30.442053,1275.4567,265.36945,859549.8,1.5881472e+06,1.6369142e+06,1.6446605e+06,1.660674e+06,1.1973134e+13,17.123793,76.36974,252.69868,176.22845,-132.8488,1092.3356,168.06508,19.416,17.792696,16.493492,16.88481,NaN,14.90411,16.936306,0.031635,2.634571,12.114495,27.41154,2.660931,12.264012,27.766254,15.593009,404.4633,154.93402,0.836237,0.296221,0.000757,1.3e-05,29.10525,71.70103,251.34755,175.64919,-132.75554,1092.046,162.23833,0.069972,0.062328,0.120675,0.106562,1.216097,0.933576,0.062446,1,1,0.999999,0.000334,0.019245,0.022035,0,0,0,0,0,0,0,0,0,0,0,0,0,2524.5073,1580.3762,192.26768,1.656488,4087918,19.517675,17.861187,16.499313,16.888384,NaN,14.904398,16.974617,0.910605,0.938867,0.994653,0.996713,0.999298,0.999735,0.96533,36.277615,32.15581,33.23367,73046927,6188,0,0,0,0,0,0,4149.2236,2971.3582,3.786386,0.680098,0.000935,1.3e-05,364.81552,1.453808,1.185534,1.206056,6.516248e+12,34.40176,1.940636,14.11385,3.461932,1.131091,0.397672,0.080696,12.502791,0,391749,0.88657,62362.785,1.689027,1.5417625e+06,-0.204425,1.2279158e+06,0.135108,231267.98,2.19825,313.59525,892.4806,229.8473,95.59918,-3.652609,3.905164,875.2641,-0.389071,NaN,NaN,121.090935,25.616982,0.475304,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,9,179,173,17,18,11,9010,0,0,0241p002,"",SER,0242p000,0.608325741131566
24.3283,-8.5155,AGEL013719-083056,9906618224742128,-8.515530875033521,24.328512220874252,-17.3329155345207,19.26177175163108,-68.45391425731128,155.30682604682983,58392.26718973074,57004.14788396259,0,281654,22.936487,19.901075,19.981976,2252.5447,1586.0791,66275.76,89893.41,91482.46,90757.016,91751.36,7.989583e+11,3.093922,11.778149,87.45056,50.33158,-140.52785,-5643.7563,33.558254,21.273727,19.822308,17.645594,18.2454,NaN,NaN,18.685501,0.033904,0.729998,2.871543,8.428988,0.741675,2.887236,8.429005,2.798482,555.24146,345.2328,1.672052,0.479794,0.001082,1.5e-05,42.92801,11.008199,86.94954,50.154293,-140.42213,-5642.153,32.312927,0.177687,0.053498,0.166197,0.232175,1.40116,1.035532,-0.001371,1,1,0.999949,0.014161,0.00744,0.007731,0,0,0,0,0,0,0,0,0,0,0,0,0,1661.3976,1333.9343,147.59116,1.486984,2135622,21.382694,19.89571,17.651833,18.24923,NaN,NaN,18.726559,0.90451,0.934629,0.994271,0.996478,0.999248,0.999716,0.962891,22.93493,19.900003,19.979025,71755890,3824,0,0,0,0,0,0,2530.6523,2395.2026,4.166893,0.747181,0.001214,1.6e-05,271.7848,1.559386,1.267609,1.254755,7.708609e+11,37.48453,1.347894,1.557656,0.84709,0.651108,0.528173,0.068847,1.690003,0,451141,1.169151,751.71704,2.211251,26896.996,-0.004982,63673.555,0.16547,21552.248,1.427411,65.94221,204.53719,112.43259,34.74045,-4.619517,-22.115316,211.71259,-0.597397,NaN,NaN,214.29893,151.13704,1.074726,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,182,175,20,20,7,9010,0,0,0243m085,"",SER,0245m091,0.7637044412551024
25.2754,-17.2233,AGEL014106-171324,9906615005880235,-17.223221199477244,25.27554774652924,-25.71442158722054,16.53345798445781,-74.84290785067437,174.69392337618996,58409.30112233073,57013.0782651626,0,232538,38.584286,36.911377,33.47466,945.1353,2167.3093,49738.96,64998.965,67173.32,65545.59,67179.28,6.429608e+11,2.796854,13.120805,95.64643,19.696707,472.21347,-27046.668,46.629185,21.383326,19.7051,17.548328,19.264015,15.814654,NaN,18.328356,0.019161,0.524579,2.506924,9.060464,0.524979,2.507909,9.062502,2.642631,316.94464,173.01154,1.093783,0.341434,0.000484,7e-06,19.169123,12.628944,95.33635,19.657467,472.01266,-27042.324,45.643215,1.040562,0.454517,0.646809,4.289934,0.75288,1.019846,6.736097,0.753111,0.667778,0.668849,0.085262,0.084465,0.084766,0,0,0,0,0,0,0,0,0,0,0,0,0,1733.6387,1102.7626,119.753586,1.698326,2147864,21.444908,19.746582,17.551853,19.266182,15.815116,NaN,18.351559,0.944858,0.962513,0.996758,0.998008,0.999575,0.999839,0.978855,38.61005,36.898216,33.51842,149618464,8107,0,0,0,0,0,0,2783.275,1867.6893,4.564114,0.786318,0.000838,1e-05,227.89566,1.453762,1.357932,1.181127,6.2561806e+11,53.561028,1.061158,1.06639,2.65637,0.649429,0.408273,0.084591,1.092322,0,508488,1.395023,0,4,17467.957,-0.002596,42781.617,0.171767,4854.464,2.465083,47.046593,166.11337,99.70664,11.48632,10.387732,-72.05651,199.83766,-1.714329,3.451066,NaN,90.22205,206.67479,0.799706,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,201,197,11,10,6,9010,0,0,0252m172,"",DEV,0251m167,0.5818734649074007
25.6458,-16.8049,AGEL014235-164818,9906615186623767,-16.80491695119702,25.64568378153849,-25.471657681858932,17.07813767170812,-74.29863037742582,174.45584968021547,58409.30112233073,56997.18998050259,0,235296,38.247097,35.64631,32.76198,2456.768,1044.8329,28641.873,39968.27,40968.605,40179.08,40969.098,3.5088656e+11,3.419906,10.135665,38.38425,25.995262,209.94756,-11298.65,31.504892,21.164965,19.985369,18.539618,18.962765,16.694723,NaN,18.754055,0.01777,0.642215,1.93631,6.113384,0.66721,1.960834,6.119529,3.244657,346.1565,238.4537,1.334605,0.376973,0.000544,8e-06,17.027655,9.782802,38.26883,25.94723,209.86476,-11296.968,30.886599,0.471957,0.180483,1.156416,0.971247,1.158442,0.956788,0.066245,0.815499,0.757964,0.734707,0.059628,0.061602,0.064272,0,0,0,0,0,0,0,0,0,0,0,0,0,1947.872,1515.7667,103.9382,1.198236,2140458,21.222078,20.023842,18.542887,18.964773,16.69515,NaN,18.775576,0.948756,0.965186,0.996993,0.998152,0.999606,0.999851,0.980375,36.9863,35.1979,33.640873,149662613,3351,0,0,0,0,0,0,3153.4243,2707.362,4.478833,0.782069,0.000766,1e-05,209.0478,1.427655,1.281377,1.12498,4.534709e+11,46.880882,1.370275,1.154108,1.181073,0.290354,0.306664,0.06507,1.460392,0,506441,1.248266,0,4,28907.031,0.143409,13359.874,-0.008759,6153.602,2.412356,60.367756,151.06549,44.210102,15.931111,4.893735,-32.10197,127.45225,-0.421886,2.269623,NaN,235.0223,100.57745,0.232689,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,188,185,12,11,6,9010,0,0,0256m167,"",DEV,0251m167,0.4051414080753008
25.7204,-18.5211,AGEL014253-183116,9906614556367148,-18.521061404725184,25.72034791906936,-27.073121990387456,16.38566266774634,-75.36777172976772,179.59876258650422,58412.17159251074,57020.12745141259,0,225679,58.179718,57.78005,50.217113,985.8098,1509.9658,64919.46,75820.89,80345.47,76305.6,80608.734,8.5287515e+11,2.755694,13.639986,81.578125,26.536297,183.78145,9470.955,57.236618,21.399422,19.662966,17.721066,18.9404,16.839247,12.559015,18.105816,0.012348,0.444761,2.227877,9.450684,0.482667,2.330801,9.640287,2.656785,344.80148,185.72859,0.800894,0.258045,0.00045,8e-06,19.562115,13.308235,81.40759,26.502216,183.73108,9469.975,56.453716,0.426506,0.138847,1.21884,2.773471,1.120807,1.027949,0.057098,0.77856,0.818141,0.720144,0.076086,0.078241,0.082102,0,0,0,0,0,0,0,0,0,0,0,0,0,2733.5913,1737.8898,179.39041,1.749411,2138631,21.43911,19.6897,17.723337,18.941795,16.839544,12.559128,18.12077,0.964107,0.975678,0.99791,0.998716,0.999726,0.999897,0.986322,56.268173,49.76947,50.939064,149607078,6444,0,0,0,0,0,0,4368.0527,2889.3948,4.631567,0.790698,0.000851,1.1e-05,336.51907,1.485236,1.408841,1.215695,1.0353295e+12,7.77285,1.002275,1.047998,1.171084,0.423149,0.554798,0.082104,1.241749,0,517705,1.56893,688.221,6,37985.523,0.104627,38555.445,0.104919,3063.9504,4.110242,49.33338,181.36766,72.85386,13.462639,3.895781,26.496405,249.68959,-1.218458,2.102251,4.280416,94.23891,143.87097,0.397432,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,9,10,205,199,13,13,9,9010,0,0,0256m185,"",SER,0253m182,0.2256348589784469
25.8621,-8.8393,AGEL014327-085021,9906618131811128,-8.839272972093605,25.862321867999388,-18.206150229049854,20.607099598989258,-67.96221476118009,159.26853665761016,58392.253191420736,56933.259941692595,0,280236,30.608753,26.695288,27.202484,2486.5037,572.80084,17800.156,21412.164,22134.297,21684.742,22161.756,3.7792557e+11,1.080135,5.040697,97.58317,45.84277,-259.9075,8788,22.54847,22.416306,20.743774,17.526564,18.346823,NaN,12.640275,19.117207,0.031723,0.236237,1.136769,5.228827,0.237421,1.140523,5.241063,0.98332,461.34787,294.4754,1.249633,0.372192,0.00097,1.6e-05,34.089798,4.731714,97.05996,45.69166,-259.72455,8785.664,21.764591,0.563559,0.299587,0.230741,0.357733,1.110202,0.980955,0.115532,0.945077,0.796363,0.769976,0.056514,0.058601,0.058144,0,0,0,0,0,0,0,0,0,0,0,0,0,2047.0065,1397.314,164.29155,1.705809,2135983,22.518263,20.812454,17.5324,18.350409,NaN,12.640564,19.155624,0.910368,0.938702,0.994638,0.996704,0.999296,0.999734,0.965236,27.36629,25.927538,24.550957,71749800,2872,0,0,0,0,0,0,3560.312,2577.0742,4.27101,0.77791,0.001549,2.1e-05,322.5643,1.35048,1.229418,1.168186,2.6291664e+11,23.951715,0.96999,1.013631,0.637899,0.47152,0.450871,0.058501,1.01121,0,453194,1.65683,94.195206,6,16593.93,-0.245695,15448.195,0.167471,9675.077,2.714364,21.120745,81.19757,108.500404,27.875343,-8.08889,35.346104,127.07576,-0.818008,NaN,NaN,236.63647,54.31196,1.623224,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,7,7,195,193,23,24,9,9010,0,0,0259m087,"",SER,0260m091,0.7952137184347252
26.2679,-4.9308,AGEL014504-045551,9906619538086416,-4.9309487784623025,26.267899837604872,-14.729417861913959,22.515896116733508,-64.38490748903018,155.2350141571262,58410.276966470745,56569.221134882595,0,301694,74.205826,66.06575,67.03641,839.4708,2748.2454,43426.562,70723.04,72279.76,70970.8,72352.52,4.4442642e+11,6.622698,17.410875,83.12909,39.73842,471.80444,3611.037,54.3414,20.447412,19.39795,17.700617,18.501974,15.815595,13.60592,18.162172,0.024523,0.750184,2.019498,6.440383,0.837641,2.123109,6.54652,6.158967,211.1024,116.92669,0.865654,0.252495,0.000563,1e-05,13.315586,16.57996,82.784325,39.637123,471.5477,3610.295,52.875168,0.621169,0.238726,0.730488,1.398881,1.124961,1.143649,0.069306,0.908526,0.922243,0.910052,0.113112,0.108811,0.111372,0,0,0,0,0,0,0,0,0,0,0,0,0,2083.5144,1387.7057,152.11166,1.075188,2137958,20.52623,19.451042,17.70513,18.504745,15.816186,13.606143,18.19187,0.929978,0.952276,0.995853,0.997451,0.999456,0.999794,0.973018,74.42471,66.51644,67.315926,72180901,6672,0,0,0,0,0,0,3342.0703,2528.2234,4.079778,0.727551,0.001055,1.4e-05,288.56268,1.50279,1.247042,1.210273,3.9775004e+11,42.11862,1.405434,1.251424,2.520591,0.44966,0.402705,0.058136,1.189511,0,426571,1.259172,1934.2754,3.028853,40858.547,-0.04837,82410.45,0.138025,15594.771,3.573279,89.48586,179.2835,77.02297,19.91719,11.191898,11.450827,192.94427,-0.799616,2.68856,2.210043,79.91305,261.8801,0.48674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,8,186,181,17,17,9,9010,0,0,0261m050,"",SER,0258m046,0.5356027809974652
26.4846,4.0414,AGEL014556+040229,9906622933703576,4.0412903692602695,26.48479462927313,-6.447450953889407,26.03710049358905,-56.16606677880804,147.89527725897688,57993.39349358074,56958.23589733258,0,353507,51.155396,51.810947,48.50632,797.4083,2366.8938,12443.992,15623.384,16467.104,16015.427,16495.307,1.6924043e+11,1.272764,5.827956,-6.460981,-26.11679,124.768166,-13198.654,29.275845,22.23813,20.58621,NaN,NaN,17.25974,NaN,18.833727,0.03175,0.190151,0.897818,4.637645,0.19383,0.903428,4.642926,1.15859,257.30032,141.5557,0.830379,0.243886,0.000618,1.1e-05,16.510412,5.470417,-6.426309,-26.03063,124.68026,-13195.143,28.257225,0.903337,0.308924,19.994896,3.884986,1.485532,1.051345,0.079109,0.822646,0.822495,0.665545,0.130071,0.108207,0.117858,0,0,0,0,0,0,0,0,0,0,0,0,0,2168.2925,1230.1445,146.90811,1.685226,4091862,22.340176,20.65495,NaN,NaN,17.260506,NaN,18.872177,0.910294,0.938651,0.994634,0.996701,0.999295,0.999734,0.965206,51.302223,51.98799,49.529083,74532955,7064,0,0,0,0,0,0,3880.6147,2257.9954,3.881309,0.723663,0.001268,1.7e-05,292.10037,1.25292,1.240878,1.134223,2.3792694e+11,9.996925,0.912742,0.971269,1.730963,0.406473,0.489436,0.078424,0.948945,0,365131,1.782772,141.90079,6,9873.972,0.210028,6508.354,-0.320435,1073.0007,5.170969,18.584454,65.08547,-5.855984,-12.855169,3.099753,-44.29239,114.817604,NaN,NaN,NaN,75.94839,225.63042,NaN,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,8,8,186,181,22,22,8,9010,0,0,0264p040,"",SER,0258p045,0.8026571476376576
27.5379,-3.0773,AGEL015009-030438,9906620292007169,-3.0773319695844297,27.537983824259086,-13.46761074458211,24.430730070064754,-62.15063969247917,155.72776237714532,58410.27841596075,56547.39542534258,0,313198,36.592094,33.270138,32.480686,2993.42,736.874,4127.9126,6179.2056,5833.967,6211.0444,0,2.8159984e+10,1.02156,3.417342,68.653046,15.272835,-504.9976,-26061.393,14.092709,22.476841,21.16578,17.90835,19.540201,NaN,NaN,19.627514,0.027975,0.142024,0.488119,2.063039,0.144596,0.492455,2.06917,0.94037,413.29816,253.43022,1.730526,0.449717,0.000651,1e-05,27.177856,3.231928,68.32833,15.228432,-504.68408,-26055.283,13.659763,1.463041,0.661329,0.237389,1.51673,1.152988,0.998536,0.22748,0.888439,0.888935,0.888515,0.012431,0.012561,0.014023,0,0,0,0,0,0,0,0,0,0,0,0,0,1661.9591,1175.6853,134.70956,1.340408,2138013,22.566753,21.226345,17.913498,19.543362,NaN,NaN,19.661392,0.920523,0.945743,0.99527,0.997093,0.999379,0.999766,0.969279,36.58166,33.248486,32.477657,72890914,1281,0,0,0,0,0,0,2543.4978,1972.7188,4.157154,0.696091,0.000851,1.1e-05,248.56902,1.64056,1.403182,1.265252,2.8097886e+10,25.940954,1.044176,1.007548,0.426573,0.243359,0.496945,0.098691,1.134795,0,413262,1.564953,0,1,0,0,0,0,2850.2456,1.646936,19.117466,51.45065,89.88555,10.212332,-12.880834,-81.09539,71.21161,-1.629864,NaN,NaN,285.01855,70.03513,1.747894,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,192,178,13,13,8,9010,0,0,0276m030,"",REX,0272m031,0.3225630322720425
31.5563,-1.2382,AGEL020613-011417,9906620953659539,-1.2382390754864978,31.55615190444947,-13.176303844063137,28.95933391866093,-58.50428135730678,160.77067974375146,58410.28182354074,56569.20598269258,0,323294,44.05185,37.96238,40.659687,2745.284,1961.0883,19814.82,47315.727,38727.688,49144.41,49642.535,2.0815335e+11,5.672142,10.689546,118.97084,94.86264,364.63632,156.09586,31.366287,20.615633,19.927603,17.3114,17.557262,16.09535,17.016521,18.758842,0.027778,0.489361,0.947322,2.848403,0.534419,0.987337,2.864942,5.224389,495.89627,248.1248,1.426385,0.424839,0.001029,1.6e-05,26.16187,10.113544,118.412094,94.58878,364.41156,156.05951,30.409367,0.328694,0.140161,0.235948,0.331124,1.164234,5.192736,0.023132,0.993912,0.937721,0.908698,0.004062,0.004365,0.002996,0,0,0,0,0,0,0,0,0,0,0,0,0,2694.5105,1709.8203,169.6659,0.717169,2136269,20.70491,19.987741,17.31651,17.5604,16.09602,17.016775,18.792482,0.921061,0.946115,0.995304,0.997113,0.999384,0.999767,0.969492,43.72655,37.53728,40.657894,72948035,2195,0,0,0,0,0,0,4255.4355,3160.4104,3.882209,0.726722,0.001228,1.7e-05,317.84668,1.570913,1.196784,1.235076,8.5651775e+10,8.554443,1.18764,1.466397,0.609257,0.445231,0.451674,0.049654,1.620787,0,400985,1.195259,10125.701,0.5,154297.89,-0.248569,80058.88,0.004068,38094.1,2.463242,116.3405,159.30833,141.42116,61.652687,11.687974,0.617728,155.53989,-0.243891,1.46438,-0.920755,261.62375,187.09456,1.475973,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,12,9,175,176,21,21,10,9010,0,0,0316m012,"",SER,0317m016,0.5512697310382103
33.105,-8.8697,AGEL021225-085211,9906618133651160,-8.869703712180735,33.10509836890157,-20.862299284957146,27.65954652206823,-63.5501412876365,173.07219470398775,58411.23732067074,56925.282634582596,0,280264,39.35637,36.901134,37.380123,258.25848,154.47835,33428.504,44213.887,45414.727,44232.87,45417.55,3.9491866e+11,2.153964,8.027841,60.234844,37.355595,-369.396,-6751.821,35.804813,21.666904,20.238503,18.05038,18.56911,NaN,NaN,18.615147,0.020184,0.395141,1.501694,6.817518,0.398143,1.504961,6.818565,2.029038,448.18436,222.37663,1.153132,0.367669,0.000982,1.6e-05,26.492731,7.71116,60.02916,37.277206,-369.23053,-6750.6787,35.00777,0.386358,0.113498,0.985347,0.93406,1.305696,1.024939,0.014701,0.854173,0.761535,0.85393,0.057074,0.059261,0.058115,0,0,0,0,0,0,0,0,0,0,0,0,0,2472.2896,1377.1515,158.20107,1.449574,2143567,21.731773,20.2822,18.054094,18.571392,NaN,NaN,18.63959,0.942002,0.960552,0.996585,0.997902,0.999552,0.999831,0.977739,39.38997,37.048454,37.24286,72360010,7896,0,0,0,0,0,0,4001.2876,2378.9536,4.629345,0.850793,0.001608,2.1e-05,284.97418,1.433094,1.312187,1.287716,4.1864652e+11,24.278507,1.133791,1.03272,9.384823,1.618328,0.365649,0.106642,1.101218,0,453214,1.642611,0,4,70277.73,0.036743,36449.117,0.006929,9924.101,2.226219,42.955482,114.99112,64.46171,22.603287,-11.570597,-27.0822,180.18881,-0.517298,NaN,NaN,24.748985,14.931093,0.585495,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,8,202,202,23,23,10,9010,0,0,0329m087,"",DEV,0337m091,0.35014833619965213
36.7875,-47.3155,AGEL022709-471856,9906605529367997,-47.31550500288475,36.78740703400925,-56.71331473620362,8.390872545901713,-62.46311677706261,266.435929077266,58140.08001844075,56577.30275349259,0,87938,90.60268,76.761215,80.11506,3019.461,898.40594,82822.875,126956.58,134903.2,128066.305,135014.23,1.3922826e+12,4.391609,24.174309,216.32481,122.03935,3.937488,-4228.759,89.21878,20.89344,19.041615,16.662233,17.28375,21.011951,NaN,17.62386,0.01662,0.491211,2.747719,10.290036,0.491329,2.747877,10.290117,4.180772,202.60619,89.931694,0.720534,0.290337,0.000709,1.2e-05,11.128428,23.386261,215.71635,121.82843,3.936036,-4228.17,87.580086,0.200721,0.053734,0.189847,0.332965,68.95433,1.224841,0.030743,0.900893,0.900732,0.803633,0.141491,0.193529,0.144643,0,0,0,0,0,0,0,0,0,0,0,0,0,2828.1912,1573.8146,185.96436,1.869261,2334235,20.94686,19.077599,16.665293,17.28563,21.012352,NaN,17.643986,0.951991,0.967401,0.997187,0.998272,0.999631,0.999861,0.981633,90.20248,83.40084,79.97652,143751608,1469,0,0,0,0,0,0,4822.8623,2934.4385,8.695218,1.594384,0.001624,1.9e-05,384.53625,1.347051,1.19987,1.082228,1.02910886e+12,24.233488,0.905527,0.872489,5.744306,1.463631,0.737495,0.079386,0.924589,0,682101,1.433613,2099.5825,5.061297,80508.74,-0.148608,67155.47,0.114402,2093.6614,5.732488,59.50902,221.77734,183.10925,65.64474,0.104789,-14.741491,292.16104,-0.620337,-3.726723,NaN,288.15164,85.598564,0.978693,0,0,0,0,2048,0,1,0,0,0,0,0,0,0,0,0,0,8,8,318,315,21,21,8,9010,0,0,0369m472,"",SER,0370m470,0.22761194873726634
38.0467,0.2276,AGEL023211+001339,9906621521594334,0.2274951939515746,38.046803380314195,-13.975518056388939,35.75498091024163,-53.47066772400029,168.57282340825918,58383.33434376074,56545.37698136259,0,331960,9.713491,8.569744,7.656734,2873.9497,1490.2766,0,0,0,0,0,3.6414944e+11,0.869485,2.37407,37.84886,-0.816139,199.85428,13749.984,11.425771,22.651844,21.561266,18.554869,NaN,16.748217,12.154244,19.855286,0.027221,0.351178,0.984421,4.852441,0.503392,1.245269,5.249075,0.80217,1955.7219,1342.8453,1.623585,0.495438,0.001288,1.9e-05,154.24089,2.24864,37.67466,-0.81383,199.73357,13746.848,11.084075,1.516435,0.8769,2.489877,101.618645,0.902956,0.990656,0.259204,0.999885,0.999975,0.922313,8.7e-05,1e-06,0.000128,0,0,0,0,0,0,0,0,0,0,0,0,0,2823.268,2059.3445,234.10904,1.119133,4081954,22.739334,21.620201,18.559877,NaN,16.748873,12.154492,19.888252,0.92258,0.947166,0.995397,0.997171,0.999396,0.999772,0.970094,9.71124,8.569112,7.638806,72773845,2014,0,0,0,0,0,0,4654.802,3791.729,3.820113,0.689917,0.001305,1.8e-05,501.9692,1.404212,1.22995,1.060867,3.609906e+11,23.08588,1.396623,1.542387,0.83728,0.558382,0.699711,0.062007,1.935137,0,391788,1.731949,0,1,0,0,0,0,35180.367,0.625616,35.474777,82.40107,48.005035,-0.572833,7.169258,59.835243,137.65729,NaN,NaN,4.59438,273.41052,142.33286,1.328375,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,4096,10,11,173,163,22,23,12,9010,0,0,0381p002,"",REX,0378p000,0.5299663257475842
