objname,RAJ2000,DECJ2000,z_phot_DE,z_spec_DE,z_spec_SRC,r_mag_DE,g_mag_SRC,catalogue,catalogue_objname,catalogue_objid,duplicated,duplicated_objname,,,link to AGEL Measured Redshifts,link to Spectral Observations Tally,z_spec_SRC_Spectral_Observations_Tally,link to SDSS Spectra,z_spec from SDSS (deflector),Photometry Observations Tally,Proposal_ID (from Photometry Observations Tally),AGEL Measured Redshifts,Start date,End date,2d/1d spectra,Last Modified By,Last Modified
AGEL010741-052331A,16.9199,-5.3919,,0.521,,19.64,,Huang+2020,DESI-016.9199-05.3919,0,,,,,,,,AGEL010741-052331A,0.5213873,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL170810+114901A,257.0428,11.8169,,0.546,,18.69,,Huang+2021,DESI-257.0428+11.8169,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:28pm
AGEL153929+165016A,234.8707,16.8379,,0.398,,18.12,,Huang+2021,DESI-234.8707+16.8379,0,,,,,,"AGEL153929+165016A,AGEL153929+165016A","TBD, TBD",AGEL153929+165016A,0.4095205,AGEL153929+165016A,HUANG_15867_HST,,,,,Tania Barone,21/4/2022 2:46pm
AGEL151100+103320A,227.7518,10.5556,,0.359,,18.5,,Huang+2021,DESI-227.7518+10.5556,0,,,,,,,,AGEL151100+103320A,0.42032,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL224055-000046A,340.2304,-0.0128,,0.424,,19.2,,Huang+2021,DESI-340.2304-00.0128,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:35pm
AGEL150742+295722A,226.9254,29.956,,0.185,,17.52,,Huang+2021,DESI-226.9254+29.9560,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:25pm
AGEL104044+445339A,160.1817,44.8942,,0.581,,20.15,,Huang+2021,DESI-160.1817+44.8942,0,,,,,,,,AGEL104044+445339A,0.6074262,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL081941+191510A,124.9193,19.2529,,0.606,,19.38,,Huang+2021,DESI-124.9193+19.2529,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:07pm
AGEL114010+225245A,175.0409957,22.87917848,,,,19.18,20.9,Jacobs+2019_DECaLS,DCLS1140+2252,15040285,Huang+2021,DESI-175.0410+22.8792,,,,AGEL114010+225245A,n/a,AGEL114010+225245A,0.5951067,,,,,,,Nandini Sahu,20/1/2023 11:56am
AGEL030329+034641A,45.8714,3.7781,,0.531,,20.4,,Huang+2021,DESI-045.8714+03.7781,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:49pm
AGEL013003-374458A,22.512009,-37.749376,0.68,,,20.3,20.93,Jacobs+2019_DES,DESJ0130-3744,227384193,,,,,,AGEL013003-374458A,2.2823,,,,,,,,DESJ0130-3744_OIII5006_4959_Hbeta.png (https://dl.airtable.com/.attachments/75b56a7dbce84d4f9622b6b7b6ee6ace/a90c2cbd/DESJ0130-3744_OIII5006_4959_Hbeta.png),Tania Barone,13/1/2022 5:29pm
AGEL024053-055050A,40.2205,-5.8472,,0.524,,19.81,,Huang+2021,DESI-040.2205-05.8472,0,,,,,,,,AGEL024053-055050A,0.548182,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL010127-005428A,15.3628,-0.9079,,0.464,,19.28,,Huang+2020,DESI-015.3628-00.9079,0,,,,,,,,AGEL010127-005428A,0.4634082,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL013711-103422A,24.294,-10.5728,,0.414,,18.92,,Huang+2021,DESI-024.2940-10.5728,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:35pm
AGEL100501+102660A,151.2523,10.4499,,0.68,,19.42,,Huang+2021,DESI-151.2523+10.4499,0,,,,,,,,AGEL100501+102660A,0.5844006,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL144745+232415A,221.9368,23.4043,,0.282,,17.22,,Huang+2021,DESI-221.9368+23.4043,0,,,,,,,,AGEL144745+232415A,0.2728156,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL085713+162556A,134.3046,16.4322,,0.444,,19.03,,Huang+2021,DESI-134.3046+16.4322,0,,,,,,,,AGEL085713+162556A,0.4755668,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL003203+074004A,8.0136,7.6678,,0.557,,19.57,,Huang+2021,DESI-008.0136+07.6678,0,,,,,,,,AGEL003203+074004A,0.6437062,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL165741+010517A,254.4194776,1.08802555,,,,16.26,17.93,Jacobs+2019_DECaLS,DCLS1657+0105,26773743,,,,,,AGEL165741+010517A,n/a,,,,,,,,,Tania Barone,12/5/2022 11:46am
AGEL231801+132301A,349.5061,13.3835,,0.557,,19.96,,Huang+2021,DESI-349.5061+13.3835,0,,,,,,,,AGEL231801+132301A,0.7320179,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL012042-514353A,20.17597,-51.73141,0.53,,,20.53,20.03,Jacobs+2019_DES,DESJ0120-5143,356634575,Diehl+2017,J0120-5143,,,,AGEL012042-514353A,1.259,,,,,,,,,Tania Barone,13/1/2022 5:29pm
AGEL221546-021404A,333.942,-2.23444,,0.375,,20.23,,Canameras2020,PS1J2215-0214,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:34pm
AGEL010551-050157A,16.4629,-5.0324,,0.6,,20.13,,Huang+2021,DESI-016.4629-05.0324,0,,,,,,,,AGEL010551-050157A,0.7015281,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL102141+004148A,155.4226,0.6966,,0.619,,20.58,,Huang+2020,DESI-155.4226+00.6966,0,,,,,,,,AGEL102141+004148A,0.6184568,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL205857+044333A,314.7376,4.7259,,0.594,,20.74,,Huang+2021,DESI-314.7376+04.7259,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:30pm
AGEL222609+004142A,336.53876,0.69504,0.74,,,20.66,21.85,Jacobs+2019_DES,DESJ2226+0041,82782545,"Jacobs+2019_DECaLS,Diehl+2017,Canameras2020","DCLS2226+0041,J2226+0041,PS1J2226+0041",,,AGEL222609+004142A,AGEL222609+004142A,1.896,AGEL222609+004142A,0.6470755,AGEL222609+004142A,GLAZEBROOK_16773_HST,,,,,Nandini Sahu,7/10/2022 12:05pm
AGEL011918-223808A,19.8252,-22.6356,,0.171,,19.42,,Huang+2021,DESI-019.8252-22.6356,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:33pm
AGEL170354+414042A,255.9749,41.6783,,0.413,,18.69,,Huang+2021,DESI-255.9749+41.6783,0,,,,,,,,AGEL170354+414042A,0.4227716,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL015728-051640A,29.3687,-5.2778,,0.599,,19.98,,Huang+2021,DESI-029.3687-05.2778,0,,,,,,,,AGEL015728-051640A,0.555516,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL012603-102206A,21.514,-10.3682,,0.175,,18.33,,Huang+2021,DESI-021.5140-10.3682,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:34pm
AGEL124157+034360A,190.4855,3.7332,,0.359,,16.97,,Huang+2021,DESI-190.4855+03.7332,0,,,,,,,,AGEL124157+034360A,0.4089164,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL143228+284317A,218.1147,28.7213,,0.328,,17.84,,Huang+2021,DESI-218.1147+28.7213,0,,,,,,,,AGEL143228+284317A,0.3675553,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL094401-014944A,146.0028,-1.829,,0.58,,20.86,,Huang+2021,DESI-146.0028-01.8290,0,,,,,,,,AGEL094401-014944A,0.7080842,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL014929-084545A,27.3698,-8.7626,,0.677,,21.69,,Huang+2021,DESI-027.3698-08.7626,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:37pm
AGEL224023+265741A,340.0966,26.9614,,0.267,,17.02,,Huang+2021,DESI-340.0966+26.9614,0,,,,,,,,AGEL224023+265741A,0.3054342,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL141207+043226A,213.029,4.54056,,0.594,,21.69,,Canameras2020,PS1J1412+0432,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:22pm
AGEL141928-040001A,214.8651,-4.0003,,0.603,,20.18,,Huang+2021,DESI-214.8651-04.0003,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:23pm
AGEL074545+093635A,116.4388,9.6096,,0.502,,20.15,,Huang+2021,DESI-116.4388+09.6096,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:06pm
AGEL140641+084529A,211.6718,8.758,,0.186,,21.65,,Huang+2021,DESI-211.6718+08.7580,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:22pm
AGEL020613-011417A,31.55611,-1.23817,0.77,,,21.57,21.52,Jacobs+2019_DES,DESJ0206-0114,69428156,Jacobs+2019_DECaLS,DCLS0206-0114,,,AGEL020613-011417A,AGEL020613-011417A,1.302,AGEL020613-011417A,0.7143014,AGEL020613-011417A,GLAZEBROOK_16773_HST,,,,"Screenshot from 2022-05-10 19-37-20.png (https://dl.airtable.com/.attachments/e2fc5851aa8dee1e18bbd29bcb0f247c/f20d29ab/Screenshotfrom2022-05-1019-37-20.png),Screenshot from 2022-05-10 19-37-11.png (https://dl.airtable.com/.attachments/ea7b67a85e4982aa88b6de617519da16/677f046e/Screenshotfrom2022-05-1019-37-11.png)",Tania Barone,15/7/2022 10:27am
AGEL005852-002103A,14.716,-0.3509,,0.24,,17.67,,Huang+2020,DESI-014.7160-00.3509,0,,,,,,,,AGEL005852-002103A,0.2399136,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL004144-233905A,10.4341,-23.6515,,0.391,,17.91,,Huang+2021,DESI-010.4341-23.6515,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:28pm
AGEL233459-640407A,353.74665,-64.0686,0.72,,,21.34,22.22,Jacobs+2019_DES,DESJ2334-6404,136837812,,,,,,AGEL233459-640407A,2.495,,,AGEL233459-640407A,GLAZEBROOK_16773_HST,,,,"DESJ2334-6404_lens.png (https://dl.airtable.com/.attachments/64f094cdd77fb595e5ab7176718d4e8e/1580ed55/DESJ2334-6404_lens.png),DESJ2334-6404_OIII5006_4959_Hbeta.png (https://dl.airtable.com/.attachments/b7938cf2ace23c82ecce449fbf214f80/419a92c4/DESJ2334-6404_OIII5006_4959_Hbeta.png)",Tania Barone,18/5/2022 11:31am
AGEL145345-063113A,223.4373,-6.5203,,0.186,,19.04,,Huang+2021,DESI-223.4373-06.5203,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:25pm
AGEL022612-044056A,36.5518,-4.6822,1.07,0.977,,,,Gavazzi2014_SL2S,022612-044055,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:44pm
AGEL001310+004004A,3.29016,0.66767,0.75,,,22.23,22,Jacobs+2019_DES,DESJ0013+0040,179698697,,,,,AGEL001310+004004A,AGEL001310+004004A,2.07,AGEL001310+004004A,0.6929675,AGEL001310+004004A,GLAZEBROOK_16773_HST,,,,"Screenshot from 2022-05-10 13-24-01.png (https://dl.airtable.com/.attachments/6aae438374be8694c6e7164014e523f1/c57ac5a2/Screenshotfrom2022-05-1013-24-01.png),Screenshot from 2022-05-10 13-23-52.png (https://dl.airtable.com/.attachments/2d49636b727d92078bd984e018023fca/3968f94b/Screenshotfrom2022-05-1013-23-52.png)",Nandini Sahu,7/10/2022 12:03pm
AGEL140637+384201A,211.6546,38.7004,,0.495,,20.52,,Huang+2021,DESI-211.6546+38.7004,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:22pm
AGEL154205+401955A,235.5208,40.3319,,0.457,,19.19,,Huang+2021,DESI-235.5208+40.3319,0,,,,,,,,AGEL154205+401955A,0.4350697,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL024300-195335A,40.7511,-19.8931,,0.353,,20.71,,Huang+2021,DESI-040.7511-19.8931,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:47pm
AGEL011107+134644A,17.7799,13.7789,,0.663,,19.65,,Huang+2021,DESI-017.7799+13.7789,0,,,,,,,,AGEL011107+134644A,0.7203182,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL222850+145429A,337.2103,14.9081,,0.551,,21.62,,Huang+2021,DESI-337.2103+14.9081,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:35pm
AGEL011624-000801A,19.1019,-0.1335,,0.182,,19.81,,Huang+2021,DESI-019.1019-00.1335,0,,,,,,,,AGEL011624-000801A,0.1766229,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL165302+305159A,253.2568,30.8665,,0.517,,19.44,,Huang+2021,DESI-253.2568+30.8665,0,,,,,,,,AGEL165302+305159A,0.5180765,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL155256+480626A,238.233,48.1072,,0.623,,21.68,,Canameras2020,PS1J1552+4806,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:26pm
AGEL075524+344540A,118.848,34.761,,0.722,,21.29,,Huang+2021,DESI-118.8480+34.7610,0,,,,,AGEL075524+344540A,AGEL075524+344540A,2.635,AGEL075524+344540A,0.7223376,AGEL075524+344540A,HUANG_15867_HST,,,,,Tania Barone,4/2/2022 3:18pm
AGEL130938+075736A,197.408,7.96,,0.213,,19.42,,Canameras2020,PS1J1309+0757,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:19pm
AGEL135120-062259A,207.8335,-6.3831,,0.621,,19.04,,Huang+2021,DESI-207.8335-06.3831,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:21pm
AGEL144538+045417A,221.4063,4.9046,,0.322,,19.76,,Huang+2021,DESI-221.4063+04.9046,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:24pm
AGEL151145+063032A,227.9362,6.509,,0.538,,19.55,,Huang+2021,DESI-227.9362+06.5090,0,,,,,,,,AGEL151145+063032A,0.5519602,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL234540-020941A,356.417,-2.16139,,0.294,,19.77,,Canameras2020,PS1J2345-0209,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:39pm
AGEL153256+501143A,233.2341,50.1953,,0.566,,18.71,,Huang+2021,DESI-233.2341+50.1953,0,,,,,,,,AGEL153256+501143A,0.5984725,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL235934+020824A,359.8897,2.1399,,0.43,,17.04,,Huang+2020,DESI-359.8897+02.1399,0,,,,,,,,AGEL235934+020824A,0.4293734,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL100905+434340A,152.271,43.7279,,0.575,,20.43,,Huang+2021,DESI-152.2710+43.7279,0,,,,,,,,AGEL100905+434340A,0.619814,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL005634-291358A,14.14,-29.2327,,0.523,,19.53,,Huang+2021,DESI-014.1400-29.2327,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:30pm
AGEL140430+445514A,211.125,44.9206,,0.219,,19.27,,Canameras2020,PS1J1404+4455,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:22pm
AGEL010017+000010A,15.0721,0.0027,,0.276,,18.53,,Huang+2020,DESI-015.0721+00.0027,0,,,,,,,,AGEL010017+000010A,0.2757784,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL082623+095650A,126.596,9.94722,,0.49,,21.67,,Canameras2020,PS1J0826+0956,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:07pm
AGEL103027-064109A,157.6134729,-6.68581626,,,,18.61,20.39,Jacobs+2019_DECaLS,DCLS1030-0641,12805659,Huang+2021,DESI-157.6135-06.6858,,,AGEL103027-064109A,AGEL103027-064109A,1.581,,,,,,,,"Screenshot from 2022-05-10 20-57-03.png (https://dl.airtable.com/.attachments/756e27acb89a22fcc6a766fa78b4d1a9/1ebeaeb1/Screenshotfrom2022-05-1020-57-03.png),Screenshot from 2022-05-10 20-56-41.png (https://dl.airtable.com/.attachments/9be68e4694f9dcc9b33d8891f97be0ff/80c4e90c/Screenshotfrom2022-05-1020-56-41.png)",Tania Barone,13/1/2022 5:29pm
AGEL014612+223631A,26.5508,22.6087,,0.679,,19.94,,Huang+2021,DESI-026.5508+22.6087,0,,,,,,,,AGEL014612+223631A,0.6267151,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL162414+103636A,246.0592,10.61,,0.624,,19.16,,Huang+2021,DESI-246.0592+10.6100,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:27pm
AGEL121056-021339A,182.7337,-2.2276,,0.533,,20.82,,Huang+2021,DESI-182.7337-02.2276,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:17pm
AGEL115648+503232A,179.2,50.5422,,0.589,,21.41,,Canameras2020,PS1J1156+5032,0,,,,,,,,AGEL115648+503232A,0.5889478,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL155417+044339A,238.5691128,4.72756462,,,,20.73,21.53,Jacobs+2019_DECaLS,DCLS1554+0443,23990108,Huang+2021,DESI-238.5690+04.7276,,,AGEL155417+044339A,AGEL155417+044339A,1.72,,,AGEL155417+044339A,HUANG_15867_HST,,,,Screenshot from 2022-06-30 15-24-30.png (https://dl.airtable.com/.attachments/471c1c361e7bc5dd175128a253abb1a1/7c551f9b/Screenshotfrom2022-06-3015-24-30.png),Tania Barone,4/2/2022 3:18pm
AGEL022931-290816A,37.37911,-29.13786,0.87,,,22.21,21.37,Jacobs+2019_DES,DESJ0229-2908,128509254,,,,,,AGEL022931-290816A,1.6785,,,,,,,,"DESJ0229-2908_lens.png (https://dl.airtable.com/.attachments/b876920ca399391cb316423e2ef5d329/58cfbfe7/DESJ0229-2908_lens.png),DESJ0229-2908_OIII5006_4959_Hbeta.png (https://dl.airtable.com/.attachments/3f801ff0ce7d9ec8eff5bc0135695367/8e5f5eed/DESJ0229-2908_OIII5006_4959_Hbeta.png)",Tania Barone,13/1/2022 5:29pm
AGEL002625+041826A,6.6039,4.3071,,0.709,,20.38,,Huang+2021,DESI-006.6039+04.3071,0,,,,,,,,AGEL002625+041826A,0.7169092,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL214946-002256A,327.4427,-0.3822,,0.566,,19.41,,Huang+2021,DESI-327.4427-00.3822,0,,,,,,,,AGEL214946-002256A,0.5044833,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL032304-273407A,50.7649,-27.5687,,0.336,,18.44,,Huang+2021,DESI-050.7649-27.5687,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:51pm
AGEL003028-072135A,7.6167,-7.3598,,0.685,,20.92,,Huang+2021,DESI-007.6167-07.3598,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:27pm
AGEL215310+115455A,328.292,11.9153,,0.289,,19.44,,Canameras2020,PS1J2153+1154,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:32pm
AGEL143256+551448A,218.2329,55.2466,0.4,0.423,,,,Gavazzi2014_SL2S,143255+551447,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:24pm
AGEL132216+042046A,200.567,4.346,,0.403,,19.34,,Huang+2021,DESI-200.5670+04.3460,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:20pm
AGEL022428-051331A,36.1151,-5.2254,,0.903,,21,,Huang+2020,DESI-036.1151-05.2254,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:43pm
AGEL003959+003404A,9.9958,0.5677,,0.526,,19.43,,Huang+2020,DESI-009.9958+00.5677,0,,,,,,,,AGEL003959+003404A,0.5262007,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL160723+071031A,241.8463,7.1753,,0.59,,19.49,,Huang+2020,DESI-241.8463+07.1753,0,,,,,,,,AGEL160723+071031A,0.5902495,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL044728-025141A,71.8657,-2.8613,,0.418,,18.48,,Huang+2021,DESI-071.8657-02.8613,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:59pm
AGEL145228+104737A,223.117,10.7936,,0.286,,19.31,,Canameras2020,PS1J1452+1047,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:25pm
AGEL083930+021025A,129.8766192,2.1734949,,,,20.12,21.18,Jacobs+2019_DECaLS,DCLS0839+0210,8252394,,,,,,AGEL083930+021025A,1.768,,,,,,,,,Nandini Sahu,20/1/2023 11:09am
AGEL110604+163516A,166.517,16.5878,,0.363,,19.91,,Canameras2020,PS1J1106+1635,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:15pm
AGEL020848+014608A,32.1994,1.7689,,0.472,,19.92,,Huang+2021,DESI-032.1994+01.7689,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:40pm
AGEL183520+460627A,278.8338,46.1076,0.42,,,17.72,,Huang+2021,DESI-278.8338+46.1076,0,,,,,"AGEL183520+460627A,AGEL183520+460627B",AGEL183520+460627A,3.39,,,AGEL183520+460627A,HUANG_15867_HST,,,,,Tania Barone,4/2/2022 3:18pm
AGEL021452+193229A,33.7174,19.5413,,0.618,,19.74,,Huang+2021,DESI-033.7174+19.5413,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:41pm
AGEL215432-024819A,328.633,-2.80528,,0.359,,19.9,,Canameras2020,PS1J2154-0248,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:32pm
AGEL102715+114953A,156.8137,11.8314,,0.28,,18.66,,Huang+2021,DESI-156.8137+11.8314,0,,,,,,,,AGEL102715+114953A,0.3451647,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL135012+313510A,207.5513,31.5862,,0.509,,20.81,,Huang+2021,DESI-207.5513+31.5862,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:21pm
AGEL133106+072657A,202.7745,7.4491,,0.193,,18.4,,Huang+2021,DESI-202.7745+07.4491,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:20pm
AGEL022546-073739A,36.4422,-7.6274,,0.514,,19.08,,Huang+2020,DESI-036.4422-07.6274,0,,,,,,,,AGEL022546-073739A,0.5137128,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL133825+281946A,204.6057,28.3294,,0.584,,19.32,,Huang+2020,DESI-204.6057+28.3294,0,,,,,,,,AGEL133825+281946A,0.584137,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL033907-121716A,54.7788,-12.2879,,0.375,,20.55,,Huang+2021,DESI-054.7788-12.2879,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:53pm
AGEL021225-085211A,33.10507,-8.869672,0.69,,,21.49,22.76,Jacobs+2019_DES,DESJ0212-0852,90442652,Jacobs+2019_DECaLS,DCLS0212-0852,,,AGEL021225-085211A,AGEL021225-085211A,2.201,AGEL021225-085211A,0.7592573,AGEL021225-085211A,"M/2018B/09,GLAZEBROOK_16773_HST",,,,,Tania Barone,4/2/2022 3:18pm
AGEL142749+081045A,216.953849,8.17917146,,,,19.16,20.83,Jacobs+2019_DECaLS,DCLS1427+0810,20512829,Huang+2020,DESI-216.9538+08.1792,,,,AGEL142749+081045A,n/a,AGEL142749+081045A,0.5337887,AGEL142749+081045A,HUANG_15867_HST,,,,,Tania Barone,4/2/2022 3:18pm
AGEL162401+012901A,246.0062,1.4836,0.91,,,21.13,,Huang+2021,DESI-246.0062+01.4836,0,,,,,,AGEL162401+012901A,2.368,,,AGEL162401+012901A,HUANG_15867_HST,,,,Screenshot from 2022-06-30 15-21-47.png (https://dl.airtable.com/.attachments/bcd5852e5fe9f01e4126516ca4b1f888/34307685/Screenshotfrom2022-06-3015-21-47.png),Tania Barone,21/6/2022 12:31pm
AGEL133715+422253A,204.3113,42.3813,,0.28,,18.81,,Huang+2021,DESI-204.3113+42.3813,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:20pm
AGEL130446+230206A,196.192,23.035,,0.589,,20.97,,Canameras2020,PS1J1304+2302,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:19pm
AGEL113556+512407A,173.983,51.4019,,0.442,,20.89,,Canameras2020,PS1J1135+5124,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:16pm
AGEL231259+045141A,348.2452,4.8615,,0.338,,17.54,,Huang+2021,DESI-348.2452+04.8615,0,,,,,,,,AGEL231259+045141A,0.3101708,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL154106+073233A,235.2734,7.5424,,0.248,,17.26,,Huang+2021,DESI-235.2734+07.5424,0,,,,,,,,AGEL154106+073233A,0.2813645,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL015417-161415A,28.5715,-16.2374,,0.398,,18.36,,Huang+2021,DESI-028.5715-16.2374,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:38pm
AGEL114256+221324A,175.7329,22.2232,,0.69,,20.84,,Huang+2021,DESI-175.7329+22.2232,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:16pm
AGEL211807+165616A,319.5281,16.9379,,0.661,,21.12,,Huang+2021,DESI-319.5281+16.9379,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:31pm
AGEL171922+244117A,259.8395862,24.68796297,,,,19.66,21.45,Jacobs+2019_DECaLS,DCLS1719+2441,27765189,Huang+2021,DESI-259.8396+24.6880,,,AGEL171922+244117A,AGEL171922+244117A,2.277,AGEL171922+244117A,0.528725,AGEL171922+244117A,HUANG_15867_HST,,,,,Tania Barone,4/2/2022 3:18pm
AGEL021040-003832A,32.6664,-0.6421,,0.254,,20.19,,Huang+2021,DESI-032.6664-00.6421,0,,,,,,,,AGEL021040-003832A,0.2870536,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL135345+315154A,208.4386,31.865,,0.529,,19.82,,Huang+2021,DESI-208.4386+31.8650,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:21pm
AGEL080820+103142A,122.0852,10.5284,,0.475,,18.14,,Huang+2020,DESI-122.0852+10.5284,0,,,,,AGEL080820+103142A,"AGEL080820+103142A,AGEL080820+103142B","1.3025, 1.4524",AGEL080820+103142A,0.4754188,AGEL080820+103142A,HUANG_15867_HST,,,,"Screenshot from 2022-05-10 19-51-00.png (https://dl.airtable.com/.attachments/09fb9baf6b5b75da77a85d3bc35c59ff/bca6a570/Screenshotfrom2022-05-1019-51-00.png),Screenshot from 2022-05-10 19-50-50.png (https://dl.airtable.com/.attachments/1756bfc4e1cad93f4852cb06e0bd5ac3/e4ac91ca/Screenshotfrom2022-05-1019-50-50.png)",Tania Barone,4/2/2022 3:18pm
AGEL024528-011206A,41.3678,-1.2016,,0.667,,20.27,,Huang+2020,DESI-041.3678-01.2016,0,,,,,,,,AGEL024528-011206A,0.6672128,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL155104+065032A,237.765,6.8422,,0.497,,19.08,,Huang+2021,DESI-237.7650+06.8422,0,,,,,,,,AGEL155104+065032A,0.5016053,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL145200-010431A,223.0001,-1.0752,,0.271,,18.07,,Huang+2021,DESI-223.0001-01.0752,0,,,,,,,,AGEL145200-010431A,0.2860533,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL002946-022115A,7.4408,-2.3542,,0.644,,19.91,,Huang+2021,DESI-007.4408-02.3542,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:27pm
AGEL023516-170929A,38.8158,-17.1581,,0.677,,20.43,,Huang+2021,DESI-038.8158-17.1581,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:46pm
